Chunk_ID,Context_Text,Is_Climax
C01368,"[ROW] 
【前文回顾】: “当初我的确是在迦南学院这块区域现了异火气息，不过如今再来，却是没有了那种感觉。”药老苦笑道。 “难道被别的人得到手了？？”萧炎脸色有些难看，那陨落心炎可是他实力大涨的关键啊。 “应该不是，虽然感觉不到陨落心炎的确切气息，可凭着异火间的独特吸引力，我能用骨灵冷火模糊察觉到，在迦南学院方圆千里内，还残存着陨落心炎的微弱气息，不过就是不能确定方位。”药老摇了摇头，沉吟道。 “方圆千里得找到什么时候？”萧炎嘴角扯了扯。
【前文回顾】: “我想，以迦南学院中的那些老家伙，应该不可能没有察觉到陨落心炎的存在，我总觉得那内院和这有点关系药老缓缓道。 “内院？”萧炎一怔。 “嗯，内院才是迦南学院的核心，你若是能够混进其中，我想或许能够得到一些陨落心炎的消息。”药老沉默了一会，建议道。 “唉，我尽量吧轻叹了一口气，既然都已经来到了迦南学院，那么他自然不可能选择空手而回。 “嗯，以后我会少出现，你那小女友身旁有着强潜伏，我不方便出现太久，免得被现”药老对着萧炎说了一声后，身体一晃，便是钻进了漆黑戒指中。
【当前段落】: 望着药老消失，萧炎微微皱了皱眉头，抬头望着窗外的月光，喃喃道：“内院？那里真的有陨落心炎么？” “希望不要让我失望吧。” 今日，注定是迦南学院今年中最热闹的一天，因为那汇聚了所有学员眼光的内院选拔赛，将会在今日达到最令人为之激动的**阶段！ 琥嘉，白山，吴昊，薰儿，萧炎，这五位在前两日的比赛中，已经清楚的向所有人显示了他们那让人惊叹不已的强横实力，而今日，这五位这一届外院中最强的学员，便是将会展开最吸引人眼球的强强碰撞！",0
C01165,"[ROW] 
【前文回顾】: 这一次的赶，期间萧炎除了因为怕紫云翼飞行的动静而引起人注意，而在路经一些人口众多的城市时，谨慎的落下地来之外，其他的路程，几乎是全部在使用紫云翼赶路，虽然这般赶路极其挥霍斗气，不过这对于随身携带着十几瓶回气丹的萧炎来说，也并不算得太大的问题。 三天时间，在间隙不停赶路中，飞速度过，而那地图之上的迦南学院，与萧炎间的距离，也是越来越近。 在第天接近黄昏时刻，满脸疲惫的萧炎，忽然间变得精神抖擞了起来，原因只是药老忽然开口的话语。
【前文回顾】: “小家伙，迦学院快要到了，降下去吧，在迦南学院的周边百里，都不准强行飞跃，不然的话，会引来攻击的。” 听得药老这话，萧炎赶忙头，飞行速度减缓了许多，然后缓缓落下身形，最后双脚停在一处小山坡上，站在小山坡顶上，萧炎目光远眺，刚好是能够看见远处的两座雄伟巨山的夹角处，有着一个若隐若现的小镇。 望着那小镇，萧炎顾不得浑身风尘，快速冲下小山坡，然后汇入了那条直通小镇的黄土大道。 在这条黄土大道上，有着不少行人，这些人明显是从黑角域中过来的，不过让得萧炎有些诧异的是，虽然这些人体内有着许些凶戾气息，不过脸庞上，却是没有半点杀气溢出，可这种隐匿内心杀气的模样又并非是自然型，反而看上去是强行压迫的一般，因此，这些路人面目表情很是有些怪异。
【当前段落】: 似是察觉到一旁萧炎目光的注视，这些人也只是恶狠狠的反瞪回去了一眼，这让得萧炎有些好笑，这如果是在黑角域中的话，恐怕这些家伙早就拔刀砍人了吧？ “看来果然如同老师所说，任何走到这里的人，都必须将那黑角域中的风气收敛而起啊啧，那迦南学院也的确挺强悍啊，竟然能够将这些刀口舔血的家伙压制得服服帖帖。”瞧得这些人那强行压制的凶戾，萧炎不由得摇了摇头，在心中暗自道。 顺着这条两旁树木葱郁的黄土大道缓缓行近那座小镇，在这里，那黑角域中的混乱氛围，倒还真的是完全被隔绝了出去。",0
C00647,"[ROW] 
【前文回顾】: 沈苍生也是将灵力催动到极致，面色涨红，弥漫在周身的磅礴灵力，将那压迫而来的液体灵力，尽数的推卸而开。 而在他这拼命般的抵抗下，那下方追赶而来的灵力漩涡，终于是被摆脱，当那吸力消失的时候，沈苍生顿时如释重负般的松了一口气，忍不住的破口骂道：“该死的鬼东西！” “小心！” 不过，就在他刚刚松气的时候，牧尘的厉喝声，陡然在其耳边炸响。 沈苍生骇然转头，只见得在其右侧的方向，混沌灵力波荡，一道漩涡诡异的成形，还不待他反应过来，便是直接一口将他给吞噬了进去。
【前文回顾】: 牧尘与洛璃面面相觑，没想到这才短短不到十分钟的时间，他们这支队伍，便是只剩下他们两人，不过所幸的是，似乎其他队伍，损失更为的惨重，原本十五人的队伍，现在只有着四名队长还在 不过此时牧尘他们也没心情再想其他，因为他们能够感觉到，这片审判之海，已经彻彻底底的暴动起来，液体灵力开始疯狂的席卷着，一道道灵力漩涡，密密麻麻的凭空出现，犹如巨嘴，试图将他们吞噬。 到了这种时候，前进的道路更是寸步难行，牧尘他们不仅需要抵抗着那可怕的灵力压迫，而且还要随时防备着时不时就在身旁出现的灵力漩涡
【当前段落】: 在这种苛刻的环境下，仅仅只是不到五分钟的时间，甚至连牧尘额头上都是有着一些汗水浮现。 而在那审判之镜外，无数人都是目瞪口呆的望着那在审判之海中狼狈之极的五道身影，时不时从身旁浮现的灵力漩涡，更是看得不少人心惊胆战，这审判之海，果然不是那么容易就能通过的 “糟了，牧尘也陷入灵力漩涡了。”在北苍灵院的区域，叶轻灵俏脸突然一变，她见到在那审判之镜的镜面上，正在全速前行的牧尘，突然也被吸入了一道躲避不及的灵力漩涡之中。",0
C00139,"[ROW] 
【前文回顾】: 血阵崩溃，阴傀城内外，无数人都是被惊呆了去，谁都未曾料到，这阴傀宗联合所有强者之力，竟然最后都是失败了去…… 夜色笼罩着大地，但玄阴山内外，却是一片寂静，不少的势力以及强者，目光都是在此刻疯狂地闪烁着，到得现在，就算是傻瓜都知道，那黑色光团之中，必然是有着极为强大的宝贝，不然的话，不会拥有着如此恐怖的封印，而且阴傀宗，也不会花费如此重大的代价来破解它。 这种宝贝，没有人不动心，就算是明知道这暂时是属于阴傀宗所有，但这依然无法阻挠一些人心中贪婪之意的升起，在真正的宝贝面前，就算是命，都将会变得廉价起来，更何况阴傀宗的威严？
【前文回顾】: 而在那漫山遍野寂静时，腾刹也是被这一幕搞得有些失神，片刻后方才回过神来，眼神瞬间变得狰狞无比地望着黑瞳老人虚影，为了破解封印，他连解救腾儡的事情都是压了下去，如今更是挥霍了上百万的纯元丹，但那最后的结果，却无疑是给了他当头一棒，如果不是心机深沉的话，现在他恐怕早便是忍不住地咆哮了起来。 “怎么可能？！” 不过即便是如此，腾刹身体也是在细微地颤抖着，付出了这么大的代价，难道依然是毫无收获？ 此时那左右长老也是掠上半空，出现在腾刹身旁，他们望着那盘坐在黑色光团之上的黑瞳老人虚影，不由得苦笑道：“宗主，看来此事还得从长计议，今日暴露了我们拥有着重宝，难免不会引人窥视。”
【当前段落】: “呵呵，腾刹，真是没想到，你阴傀宗竟然还有着这等宝贝，我说你也是太小气了，这般重宝，若是拿出来一同摸索的话，恐怕早便是将其破解，哪还会象如今这样灰头土脸？”就在这左右长老的话音刚刚落下时，一道大笑声，便是突然在天空上响彻而起，而后数道破风声传来，三道身影，便是出现在了天空上。 那三道身影，皆是身着黑色衣衫，那为首者，是一名中年男子，此人虎背熊腰，双目炯炯，隐隐有着凌厉光泽闪动，一股极为强大的气息，带着刚猛之气，从其体内扩散而开。",0
C00901,"[ROW] 
【前文回顾】: “继续往前走吧。我想那海波东并未来过这里。因此他给的的图。也没有黑域大平原的确切路线。现在只能进入平原上的一些小镇。然后再购买一张此处的的图了。”药老也是有些不太确定的道。他对这里同样不是很熟悉。只是听说一些而已。 “嗯。”无奈的点了,头。萧炎只继续埋头苦赶。 “对了。小家伙。提醒一下。在这“黑角域”中。不要有过多的怜悯心。那东西在这里。是被抛进臭水沟的玩意。有了没有半点好处。反而是会将你拖进泥潭”药老忽然再度出声提醒道。
【前文回顾】: “杀猴。这最有效的手。” 萧炎淡淡的笑了笑。道：“师。我不是什么滥好人。也并不是什么以慈悲为怀的圣人。那些拯救天下苦难的伟大事情。还轮不到我去做我只想让自己强大。后保护我该保护的人其他的我没心情。也没资格去管。” “这是在黑角域生存的最好心态”闻`。药老笑了笑。倒是松了一口气。他同样希望己的学生不会是那种心慈手软的圣人。因为他知道。那种人。是最活不长的。 与其成为短命的圣。那他更希萧是一个为-该保护的人。而选择心狠手辣并且不折手段的枭雄。
【当前段落】: 轻吐了一口气萧炎再度埋前而在继续奔驰了将近半个小时后。那视线之内。终于是隐隐出现一个小黑点随着越加接近。小黑点逐渐扩大。星星点点色帐篷。出现在了萧炎视野之内。原来是一个小型的部落。 望着那隐隐从中传人声的帐篷。萧炎心中松了一口气。脚点的面身形犹如一抹黑般闪电般对着那小部奔掠而去。 奔掠了将近两三分钟后。部落终于是完全出现在了萧炎眼中他逐渐放缓身形。然后缓缓着那部落大门处走去。 这般近距离接触。炎目光四处|了扫。发现这个部落其实也并不小。其中连绵而起的小帐篷。起码也有将近百顶。而从其中不断响起的喧闹声来看。里面人气貌似还不。",0
C01349,"[ROW] 
【前文回顾】: 武器掉落。岩脸也是闪过一抹震惊。脚掌急退然而刚其刚刚退出十来步后。却是陡然感觉到背后寒气涌动。尚还未有所反应一把泛着血色的重剑。便是架在了他脖子之上从锋利剑边上传出的森冷寒气让岩呈瞬间身子硬。 仅仅是两个回。那实力在五星斗的岩呈便是落败。这种结果。的整个广场都是响起了一片哗然虽然没有多少人对岩呈能够打败吴抱什么奢望。可也没有想到这才支持了合就被人将剑架在了脖子上 “好快的速度”望着场中那手持血色重平静的站在呈身后的吴昊。萧炎脸庞之上。浮现些许凝重。
【前文回顾】: “吴昊最擅长的。便是速度。而且。他还修习了一种玄阶高级的身法斗技：影血闪。他先不着痕迹的出现在岩呈身后。便是借了身法斗技的奇效。再者。他的力量也极强。这从他能将手中那巨大的重剑挥舞如此举重若轻上。便是能够瞧出。”一旁的薰儿。声将吴昊的一些信息说了出来。她也有些担心万一炎与吴昊对会因为情报不足而吃亏。 “速度与力量都是不弱那-不是和我差不多了？”萧炎眉尖一挑。瞥了一眼岩呈手中的重剑。再看了一眼背后的玄重尺。两者都是同样的重型武器。若是两人对战了起来。恐怕会是一场让人咂舌的速度对速度。力量对力量的惊险战斗。
【当前段落】: “这个家伙。貌似个比白山还要难缠的对手。日后的对这人多一分小-*” “不愧是迦南学院啊。年轻强者层出不穷。若非我经过这两年的苦修。还真是难以赶上这些变态家伙。”萧炎惊叹的道。在加玛帝国历练时。年轻一辈中。除了纳兰嫣然借助着宗门所助。能与他相提并论之外。便是很少遇见其他之人。然而如今这才来南学院没几天。旗鼓相的对手。便是屡出现。这不不让萧炎有些感叹。这里的确是天才的聚集地啊！ 比赛场中。在吴昊将重剑架在对手脖子上时。一名裁判便是赶紧喊出了比赛结束的口号。选拔赛中。能够容忍受伤。可院方却并不希望看见死亡所以。比赛中着规定。并不能在对方没有反抗力时下杀手。不然将会受重罚。然而这规定其他人或许会遵守。可对于杀人杀习惯了的吴昊。却仅仅只是顺手的事情。所以那些裁判可不敢有什么耽误。生怕晚叫了一秒。那已经沾染了无数血的重剑。会-度添上一抹殷红。",0
C00170,"[ROW] 
【前文回顾】: 周元双目微眯，没有说话。 卢海冷笑一声，道：“不要以为就你做了准备！我们五方势力今日，对你天渊域，可是势在必得！” 他目光一扫，看向另外三人，厉声道：“准备秘术！” 那三位黑马闻言，道：“但那秘术，少了一人！” 他们所准备的秘术杀招，原本是五人合力，可谁都没想到，周元一见面就直接秒杀了他们一人。 “我们四人，也足够了！” 三位超级黑马闻言，也是用力的一点头，眼中有狠色浮现。 三人双手闪电般的结印，下一瞬间，磅礴源气自天灵盖冲天而起，那源气之中，似乎是有着什么碎片若隐若现，给人一种神秘之感。
【前文回顾】: 三道源气光柱在虚空上碰撞，其中那些碎片也是飞快的融合，隐约间似是形成了一座柱体之状。 卢海也是在此时长啸出声，一道源气冲天而起，汇入虚空那渐渐成形的柱体之状内。 卢海四人一咬舌尖，有精血喷出，化为万千血珠，被源气裹挟，融入那柱体。 柱体之上，光芒愈发的璀璨。 周元望着这一幕，眉头微挑，掌心上有一枚剑丸浮现，下一瞬间直接是分化为四道剑光，狠狠的对着卢海四人本体斩去。 不过剑光还未触及四人，虚空上那神秘柱体中，忽然喷薄出四道光华将四道剑光笼罩，然后剑光便是在其中迅速的被分解，化为光点消散。
【当前段落】: 卢海抬起头，面露讥讽的望着周元，大笑道：“周元总阁主，别白费力气了，为了对付你，我等可是准备得无比周全，今日你必输无疑！” 当他声音落下的时候，虚空上，那神秘的柱体终于是渐渐的凝现，那竟然是一座约莫百丈的光塔。 光塔悬浮于虚空，呈现四彩之光，吞吐万千源气，显得有些神秘莫测。 周元盯着那座光塔，眉头也是微微一皱，从那上面，他的确是察觉到了一丝危险的波动，但此物格外的奇特，看上去是一种源术，但又蕴含着源宝的气息。",0
C00197,"[ROW] 
【前文回顾】: 玄阴山脉中那些强大的妖兽，显然也是有着几分灵智，面对着如此数量的人类强者大军，它们很理智地选择了安静，不过也并不乏一些狡诈的妖兽，悄悄地潜伏在森林中，准备伺机对一些落单的人类强者进行扑杀。 对于这些暗中的捕杀者，林动自然是没心情过多的注意，他明白，此次最棘手的，还是阴傀宗的腾刹，造化境大成的实力，实在是太过强大，如果不是依靠着小貂相助的话，林动根本不可能是其一合之将。 虽说如今冲出了阴傀宗的包围圈，但林动却是能够感觉到，自己已被腾刹的气息死死锁定，不管自己如何逃窜，那家伙，必然都会如跗骨之蛆一般紧随而来，直到将其击杀，并且夺回吞噬祖符为止。
【前文回顾】: 而且，在除了腾刹以及阴傀宗的强者之外，还有着无数的各方势力以及强者，都是在虎视眈眈，一旦有机会的话，他们定然会对林动出手，抢夺宝物，眼下的局面，已是极为的严峻，稍有不慎，这条小命，都是得留在此处！ 林动目光疯狂地闪烁着，而小炎似也是感觉到了情况的危急，宽大的血色双翼疯狂的振动着，几乎是将速度催动到了极致，掠过天际时，就如同一道血线一般，高速所产生的凌厉风刃，将下方的一些巨树，生生撕裂而开。 “林动，那个家伙一直紧跟着我们，而且他的速度越来越快，照这样下去，迟早会被追上！”小貂站在林动肩膀上，望着后方夜色中弥漫而来的森冷气息，眼神也是充斥着凝重。
【当前段落】: 林动抿了抿嘴，他自然是知道情况不妙，但眼下，除了逃之外，没有其他的办法，除非他肯遗弃吞噬祖符，但很显然，这对于他来说，是不可能的事，为了得到这东西，他不知道付出了多少努力与代价，如今好不容易到手，就算是拼了性命，也是绝对不能松手！ “先往玄阴山脉深处逃，这山脉之中，也有着不少强大的妖兽，只有让局面继续混乱，我们才有着一线生机！”林动声音低沉地道。 小貂也是缓缓点了点头，这一次为了抢夺吞噬祖符，他们的确是冒了不小的风险，不过只要最终能够得到吞噬祖符，付出再大的代价，那也是值得的！",0
C01468,"[ROW] 
【前文回顾】: 虽然萧炎是一脸温和笑容。不过萧媚却依然是从中感受到了那分生疏。听得周围少女们羡慕地声音。她却是有些鼻尖酸。眸子中充斥着黯淡。原本。他们间可以很亲昵地。她不需要这种敷衍性地问候。她倒是宁愿他对自己表现得愤怒。那样。至少还能让她庆幸。有愤怒。便是因为有让他怒地价值。而现在萧炎这幅平淡模样。却是让得萧媚极为心痛。讨厌一个人。不是对她有所愤怒。而是彻底地无视她。现在地萧炎。似乎便已经到达了这一步。 而这一切。则全是因为当年尚还是小孩时她地一念之差所致！
【前文回顾】: 随着萧炎地身而 媚抽了抽鼻子，努力不让得眼中湿气凝聚，虽然磨得她恨不得抱着人痛哭一场，可她却还是抬起俏脸对着身旁那些还一脸羡慕的少女们强笑了笑，然后便欲转身离开。 “对了，能跟我走走么？我想告诉你一点事。”就在萧媚黯然离开时，微笑的声音，却是忽然响起，让得她身体当场僵硬，急忙回转过头，却是瞧见萧炎那柔和的脸庞，怔了怔，旋即急忙点头，然后顾不得和身旁的少女们打招呼，赶紧在少女们艳羡的目光中，快步跟上了萧炎。
【当前段落】: 萧炎带着萧媚在一路诧异的目光中缓缓来到一处安静的湖泊处，站在湖泊面前，他沉默了一会，将萧家所生的事情仔细的说了一遍，不管如何说，萧媚也是萧家的一员，她有资格知道家族的迁移，并且家族迁移这事，萧炎一直抱有愧疚，若非是因为他与云岚宗间的冲突，家族也不必受到这种牵连，虽然小时候对这个家族并没有太好的印象，可萧家，始终是他父亲以及萧家众位列祖的心血，如今父亲失踪，他萧炎，便是成为了萧家的代理族长，这一点，从三位长老将那块祖传而下，并且还能够储存族长灵魂斑点的神秘玉片交给他，便可知晓，因为这块玉片，是历代萧家族长的身份象征。",0
C00864,"[ROW] 
【前文回顾】: 萧炎深吸了一口凉气，以药老的实力，都被追杀得四处逃窜，那个神秘的“魂殿”，究竟有多强大？ ““魂殿”有着对付灵魂的特殊手段，因此即使是我，也难以光凭借着灵魂便与他们战斗。”药老低沉的道：“我之所以想要尽快复活，其实就是在忌惮他们，而且，我也有些事情与恩怨，必须要弄清楚并且解决！” 萧炎默默的点了点头。 “小家伙，你也不用想着要帮我什么，现在的你，太弱了看好你的潜力，只要给你足够的时间，定然能够成为真正的巅峰强，只不过现在，你必须变强！否则一旦那些家伙找来，恐怕连你都有生命之危！”药老缓缓的道。
【前文回顾】: 萧炎脸庞逐渐凝重，拳头紧握着，沉声道：“老师，我会尽快得到那“陨落心炎”，然后替你炼制出躯体，不再受那“魂殿”的威胁。” “唉，只能全靠你了啊药老轻叹了一口气，旋即沉吟道：“先前好在我缩回戒指速度快，不然的话，恐怕就得被他们锁定位置了，不过现在既然他们已经有所感应，我想日后这些地方“魂殿”的人会逐渐加多，所以，日后，或许很多难题，都得靠你自己了，否则一旦我再出现，被他们锁定的话，我们两人都会有性命危险。”
【当前段落】: “嗯。”萧炎重重点了点头，先前那还因为离开了加玛帝国而有所松懈的心，陡然间紧绷了起来，如今虽然没有了云岚宗的威胁，可却是来了一个更加恐怖的大家伙容不得他不小心对待，而且也正如药老所说，现在的他，实在是太弱了，这点实力，不要说想要保护药老不被“魂殿”抓走，就是连一个云岚宗，都是能够将他撵得犹如丧家之犬。 “没有实力，便是这般无力啊，什么都干不了萧炎轻吐了一口气，拳头紧握，此刻，他再一度感受到了三年前，在萧家大厅中时，面对着纳兰嫣然的那股无力以及对力量的渴盼！",0
C00595,"[ROW] 
【前文回顾】: 柳青云站起身来，他看了牧尘一眼，淡淡的道：“虽然你赢了，不过也别太得意，你最大的对手是姬玄，他可没那么容易对付。” “我知道他不简单，不过我想，我应该也并不算太容易对付。”牧尘声音平静，但却自有一番无法磨灭的自信，令人侧目。 柳青云默然，的确，姬玄固然厉害，但眼前这个少年，同样不是什么简单人物，这两个人一旦真正的对碰起来，恐怕将会是惊天动地。 在那天空上，五大院长望着下方，神色都是有所不同。 太苍院长脸庞上有着笑容，牧尘的表现，出乎他的意料，没想到连柳青云都是败在了他的手中，这样一来的话，他们北苍灵院，这一次必然能够晋入前四了，这个成绩，已经算是相当不错了。
【前文回顾】: “呵呵，太苍院长，北苍灵院这一届，倒是出了厉害的新人，恭喜了。”那青天灵院的天松院长，轻叹了一口气，不过还是颇有些风度的笑道。 “天松院长过奖了，牧尘只是侥幸而已，贵院的柳青云，也是人中之龙啊。”太苍院长微笑道。 “现在的八强之战，已经基本有三支队伍出线了。”圣灵院的天圣院长淡淡一笑，道。 四座战台上，牧尘战胜了柳青云，而洛璃也是轻松的战胜了她的对手，沈苍生，李玄通同样获胜，而苏萱则只是取得平局，不过这已经无关大碍，他们这支队伍，已取得了绝对的优势。
【当前段落】: 而姬玄战胜了温不胜，他们这支队伍，取得了全胜的战绩，所有人都是战胜了对手。 除了他们两支队伍外，那第三支由温清璇所率领的队伍，也是不出意外的获得胜利，与牧尘，姬玄他们的战斗相比，温清璇赢起来算是比较轻松，毕竟方云的实力，算是四位队长之中较弱的，若非凭借着手中那龙虎鼎的力量，恐怕她根本不可能在温清璇的手中坚持这么久。 而温清璇的另外四位队员，倒是各有胜负，不过论分数而言，还是要胜过九鼎灵院，所以这场比试，也是以她们的胜利而告终。",0
C00407,"[ROW] 
【前文回顾】: 他抬头望向正冲着这边呼啸而来的一片金光，一声长啸，只见得一头似龙似龟般的巨大光影于其身后浮现出来，他运转相力，指间结印。 “八甲术，六甲金刚盾！” 磅礴相力如洪流般奔涌而出，直接是在李鲸涛前方化为了一道数十丈左右的能量光盾，光盾之上，有诸多色泽不一的纹路蔓延出来，纹路有六种，仿佛是六种古老甲皮所化，拥有着极为坚固的防御。 李洛看了一眼李鲸涛所施展的能量甲盾，虽然后者只是二星天珠境的实力，可这一手防御属实是绝活，按照他的猜测，想来就算是四星天珠境的实力，也未必能够将其一击攻破。
【前文回顾】: “大哥在龟壳的道路上越走越远。” 李洛眼中浮现一抹笑意，然后收回目光，眼神凌厉的投向了远处的赵阎，此时那弓弦上的“幽雷符箭”力量已经被尽数激发，远远看去，仿佛是一头被束缚的狂暴雷龙，而且由于猩红能量不断的涌入，更是令得这条雷龙看上去有一种令人心悸的凶气。 李洛眉心，龙鳞印记愈发的璀璨，九枚龙鳞熠熠生辉。 感受着弓弦上那一道已经彻底无法束缚的雷龙，李洛不再犹豫，眼中掠过凛然杀机，手指陡然一松。 狂暴的力量在此时尽数的爆发，雷霆轰鸣，仿佛是在这一瞬压过了那漫天尖利的鹰啼之声。
【当前段落】: 一道雷龙贯穿天际，其光芒之耀眼，连那磅礴的金光都无法遮掩！ 一道道震动目光投射而来，李洛对赵阎的杀心，似乎比他们想象的还要浓烈。 而赵阎此时，也是察觉到了李洛那倾尽全力施展出来的雷龙箭矢，那上面流淌的能量，连他都是生出了一丝恐惧之意。 赵阎身影暴退，目光急忙扫视四周，想要找来帮手一同防御，他也是看了出来，李洛在经过先前斩杀田缈后，自身也是达到了极限，毕竟借助外力，对于自身同样是有着损伤。 只要避开李洛这一箭，接下来的李洛就会陷入虚弱。",0
C00364,"[ROW] 
【前文回顾】: 其实失效的原因是因为其中的那一缕天蛟气顶多只能存在三天时间，当然，这一点就没必要说得太清楚。 “这倒是小问题。”伊秋水摇摇头，三天的时间，足够他们消耗了，而且他们随时都跟随着周元，失效了再找周元炼制便是。 周元袖袍一挥，有着数百枚玉牌飞出，环绕着伊秋水，他笑道：“这些玉牌就麻烦你分发下去吧，让他们在采集完灵机后，迅速的恢复源气，接下来我们还有得征战呢。” 伊秋水一招手，便是将那些玉牌尽数的收入腰间那秀气的乾坤囊中，她笑吟吟的道：“那些家伙恐怕会高兴坏的，为了恢复源气，他们担心好半天了。”
【前文回顾】: 说着，她便是转身而去，倩影袅袅。 周元则是找了一处巨石盘坐下来，开始一颗颗的将这些陨落源珠炼化吸收。 而当他炼化到第三颗的时候，他便是听见了周围传来了诸多欢呼声。 “总阁主威武！” “总阁主无敌！” 想必是众人都领到了净化玉牌，兴奋之下，方才欢呼出声。 周元笑笑，继续闭目炼化。 待得周元将剩下的陨落源珠炼化后，已是半日的时间过去，天色略显暗沉，云层翻滚间，狂风大作，肆虐于这方小空间内。 周元站起身来，他目光扫视开来，只见得此时的天渊域众人都是采集灵机完毕，盘坐于各处，握紧着净化玉牌，吸收着天地源气，恢复自身。
【当前段落】: 他望着天色，眼露沉吟之色，这陨落之渊内，据说越是往后，空间内的危险度也就越高，不过周元对此却并不怕，反而是有些期盼。 因为只有那些高度危险的高级小空间内，方才能够诞生出先天灵机。 这九域大会，最终的排名以灵机数量来论，可要知道，先天灵机在其中的比重超乎想象的高，据说一缕先天灵机，便可抵挡上千缕普通灵机。 所以最终，这九域大会的比拼，还是得放在先天灵机上面，那才是真正的重头戏。 而在周元沉吟间，周围天渊域的队员也是渐渐的睁开双目，他们的眼中有精光闪烁，那是源气充盈的迹象。",0
C01095,"[ROW] 
【前文回顾】: 再次在半空中被迫于范:硬轰了一掌，那自手掌接触处涌盛过来的强横劲气，直接是让得青长老一口鲜血喷了出来，身体急退，而那范:，更是趁你病要你命，紧追不舍。 急退间，青长老猛然抬头，原本美丽的脸颊此刻却是布满狰狞，玉手一晃，一只寒玉盒便是出现在掌心中，厉声尖喝道：“范老鬼，你要是再敢过来，老娘就当场要这阴阳玄龙丹变成粉末！” “！”前扑的身形然钉住，范痨阴测测的望着青长老，缓缓的道：“你若是敢毁了阴阳玄龙丹，本宗就废你斗气，然后将你锁在血宗，当成猪狗饲养，专门伺候我血宗男人！”
【前文回顾】: 平缓的语调，所吐出来的语，却是恶毒得令人浑身寒。 想起那种生如死的下场，饶是以青长老的定力，也不由得有些变色，握着寒玉盒的手掌，更是忍不住的颤了颤。 在青长老被范痨这恶毒话骇得略微分神之际，那范痨身形猛然一颤，竟然是凭空消失了去。 范:身体刚刚消失，青长老便是有所察觉，当下脸色猛变，然而其还来不及后退，一道模糊红影便是在其面前浮现而出，一只如鲜血般赤红的手掌暴射而出，最后狠狠切在了青长老手臂之处，顿时，一道骨头碎裂的声响，凭空响起。
【当前段落】: 手臂传来的剧痛，直接是让得青长老不住的出一道凄厉尖叫，那手掌的寒玉盒，还来不及收回，便是被范痨闪电般的夺走，然后狂笑着急退。 后退时，范痨速打开了寒玉盒，顿时一道金光射出，见状，他脸庞上的得意与狂喜越加浓郁，快速合上盒盖，然后对着下方的范凌投掷而去，大声道：“凌儿，带着它先撤，血宗血卫，护送少宗主回暮之城！这里由本宗来拦住！” 听得喝声，范凌急忙跃身，一把将寒玉盒抓在手中，飞快的塞进纳戒里，也不迟疑，手一挥，顿时几十名血卫便是从战圈中脱身而出，一行人以范凌为头，掉头对着南方急掠而去。",0
C00761,"[ROW] 
【前文回顾】: 见到连林梵都是点头，虽然那黑袍长老极为不满，但也是只能点了点头。 “林动，你先稍作休整，待会大长老会亲自带你前往议事厅，到时候，我们还有大事商量。”林梵目光环视一圈，而后说道。 “大事？”闻言，林动微微一怔，他看了林梵一眼，见到他并没有多说的迹象，也是点了点头，冲着林梵一抱拳，便是自天空上掠下，落向林震天他们所在的地方。 “大事？族长，你莫非是想让林动也去参加种子之战？”望着林动落下的身影，那紫袍长老却是突然道。
【前文回顾】: “以林动的实力，已经具备了这个资格，如果他与林琅天都是能够获得名额，对于我们林氏宗族来说，也将会是一个不错的消息。”林梵沉吟道。 “族长，我们对这林动一点都不熟悉，将这等机缘给他，万一此子有叛逆之心，岂不是为我林氏宗族惹祸？”那黑袍长老面色有些发黑地道。 “种子之战非比寻常，能够有资格参加的，都是绝世天才之辈，此次不仅四大宗族有着顶尖之人出马，甚至连皇室以及那几个大炎王朝的霸主宗派，也会派出最精锐的年轻弟子，小觑不得。”话到此处，林梵顿了顿，看了那黑袍长老一眼，笑道：“就连林琅天的实力，都没绝对的把握，难道你就认为林动一定会得到这份机缘不成？”
【当前段落】: “林琅天若是不行，那这林动更无机会！”黑袍长老立刻道，他是绝对不会承认林动能够与林琅天媲美的。 林梵淡淡一笑，也就不再多说，开始吩咐众人收拾局面。 在他们操控着局面时，林动已是在那众多好奇与敬畏的目光下自天空落下，那张原本冷厉的脸庞，在见到林震天，林啸他们时，也是不由得露出一抹笑容。 “爷爷，爹！” “好孙子！”林震天此时乐得几乎是合不拢嘴，他当年虽然是林氏宗族的人，不过地位也算不得太高，这种荣耀，更是没资格染指，然而没想到，如今他竟是会出这么一个出类拔萃的孙子，直把老人激动得连话都说不清。",0
