book,chapter,paragragh,tag
武动,第一百五十九章 小圆满,就在流淌在经脉之中的最后一股精纯能量被转化成元力灌注进入丹田之内的那枚元丹时，运转了一整夜时间的林动身体内部，却是在这一霎陡然变得安静下来。“嗡嗡！”不过这种安静仅仅只是持续了片刻时间，紧接着，丹田之中那一枚已经膨胀至核桃大小的元丹，却是突然发出了细微的嗡鸣之声。在这种嗡鸣声下，元丹表面上的那一丝暗金之色，突然急速扩大，短短半分钟不到的时间，那一丝暗金之色，居然直接是覆盖了元丹一半的范围！“轰！”就在元丹被暗金之色覆盖大半时，一股极端强悍的元力，如同火山一般，陡然自其中喷发而出，而且，此时的元力，居是有了一种暗金色的色泽！暗金色的元力，流淌在丹田之中，仿佛金色的河流，充满着神秘！在那股暗金色元力爆发时，林动禁闭了一日一夜的双眼，也是猛然睁开，刺眼的暗金光泽，暴射而出，一股极强的气势，缓缓地从他体内弥漫开来。元丹境，小圆满！,2
武动,第一百九十章 戟法之威,"三人虽说都只是元丹境大圆满，但由于晋入时间较久，也算是领悟了一些造形之力，如今全力施展，那威力，也是格外的不俗，看得不少人都是心神荡漾。
林动望着那在眼瞳之中急速放大的凌厉攻势，面容上却是没有丝毫的波动，手中古戟轻轻触地，片刻后，戟身缓缓下倾，手臂陡然一震，嗡嗡的奇特之声，便是自古戟之上传出，赤红光芒，悄然萦绕。
“天鳞戟法，鱼鳞戟！”
平静的双眸，陡然间掠过凌厉之色，面对着三人的联手凶猛攻势，林动不仅未曾暂避锋芒，反而是在众多惊愕目光中前踏一步，手中古戟顿时爆发出赤红光泽，旋即，这些光泽大盛，直接是飞快地化为一条巨大的狰狞赤红巨鱼！
“这是……化形境？”望着那宛如实体一般的狰狞巨鱼，场中顿时响起一道道惊骇之声，林动的元力化形，比起岳山三人，显然是要强上数倍啊。
“怎么可能？！”岳山同样是被震得满脸骇然，心中犹如翻起重重涛浪。
“是他手中灵宝的缘故，他本身的实力，可凝不出这种可与造形境强者媲美的攻击！”韩宗眼神阴沉，喝道。
“轰！”
在那众多震惊的目光下，在雄浑元力包裹中翻腾的狰狞巨鱼，直接是狠狠地与岳山三人的攻势狠狠相撞，刹那间，一道巨响陡然响起，紧接着，异常狂猛的劲风，横扫而开，不少人措手不及下，都是被直接掀翻了身子，格外的狼狈。",1
武动,第一百九十六章 大日雷体,"这就是一流功法的强横之处，能够改变甚至强化元力，这种神效，是寻常功法不可能具备的，林动能够察觉到，若是当他彻底的将体内元力转化成这种大日雷元，其战斗力，必然会上涨一个层次！
甚至，若是将那“铜雷体”修炼成功，恐怕便是能够达到真正与造形境强者抗衡的地步！
“轰轰！”
璀璨的金色元力，如同洪水般的流淌在林动体内，隐约间，仿若是雷龙轰鸣，而且，每当这些元力在流过经脉，骨骼，血肉时，林动都是能够感觉到，一丝丝仿若电流般的奇异能量，悄然的侵入而进，而在这种奇异能量的侵蚀下，林动的肉体，也是在以一种缓慢的速度，悄然的强化着。
一流功法的好处，已是在此刻，逐渐地显现而出！
感受着体内那等巨大变化，林动的心中，也是涌上狂喜之色，显然同样是未曾料到修炼一流功法竟然能够带来这些变化，当下也不再犹豫，屈指一弹，便是数百枚纯元丹自乾坤袋中飞掠而出，最后被融化为精纯元力，被林动吸入身体之中，化为滚滚洪水，冲向那些尚未被打通的堵塞经脉！
“砰砰砰！”
面对着林动这等凶猛冲势，那一条条玄奥晦涩的经脉，也是如同炒豆子一般，发出道道清脆声响，被一条条的尽数打通！
而随着经脉一条条的被冲开，林动体内的元力，也是开始迅速地蜕变！",2
武动,第一百九十九章 化蛟戟,"“呵呵，没想到，我炎城竟然能够出一个如此青年俊杰，不出五年时间，大炎王朝顶尖强者之列，必有你之名，林动小友，这一次，我输了！”石城主的身体，缓缓地落至城墙上，他望着手中黯淡下来的大玉剑以及肩膀处的一缕断发，轻叹道。
他知道，先前林动的那一击，威力极为的惊人，就算是他，也是颇难抵御。
“石城主竟然输了！”
石城主的话，无疑是犹如一枚炸弹般，让得整个炎城，顷刻间轰动了起来，一道道目光，不可思议地望着那一道年轻的背影，林动能够打败岳山，他们感到惊叹，但却并不是感到极其的震撼，但眼下……
那原本的惊叹，却是不得不开始变化，如此年纪，便是能够与造形境的强者媲美，这以后，还了得？
不少人面面相觑，然后开始深刻的明白，这林家的林动，究竟是何等可怕的人物，此人只要还活着，谁敢去打林家的主意？
“石城主过谦了，此时，我可再无战力。”
林动笑了笑，手掌一握，便是将古戟收入乾坤袋，然后身形直接是自高耸的城墙上跃下，一道火红影子冲来，将其驮负而起，飞一般地对着远处暴掠而去。",1
武动,第二百一十一章 实力大涨,"林动双眼扫动，一股极强的气息，缓缓地从其体内蔓延而开，这种气息强度，比起以前，强悍了不知道多少倍！
“造形境！”
林动双目涌动着难以遏制的喜色，这一步……借助着雷源之力，他终于是达到了！
原本按照林动的速度，想要真正的突破元丹境大圆满，抵达造形境，最少都是还需要数月的时间，但这送上门来的雷源，却是将这个时间，无比的缩短了起来。
林动缓缓伸出手掌，旋即一握，金色的大日雷元自其掌心中暴涌而出，旋即在面前飞快地蠕动翻滚，短短瞬息间，竟是化为一头金色巨兽，看其那模样，赫然便是雷源晶兽！
只不过这由元力所凝成的雷源晶兽，并没有真实形态那般气魄，想要凝聚出一丝真正的那种足以以假乱真的元力之物，至少是需要达到造气境，方才有可能。
当然，即便是如此，这由元力形成的“雷源晶兽”，也具备着相当强大的攻击力，拟物攻击，这本就是踏入造化三境强者的标志以及手段！
林动极有兴趣地控制着元力不断地拟出各种形物，玩得乐此不疲，在拟物这一点上，他比寻常的造形境有着不小的优势，那便是他还拥有着强横的精神力，这能够让得他在元力的操控上，显得更加的得心应手。
“这便是造形境的拟物之力么……”
林动望着那在自己操控下不断变幻的元力，眼中有着兴奋之色闪动，他以前拟物，大多都是借助着天鳞古戟之力，这才能够发挥出天鳞戟法的威力，不过如今他也终于是晋入造形境，日后就算是失去了天鳞古戟，他同样是能够再度将天鳞戟法施展出来！",2
武动,第二百二十五章 战造形境大成,"面对着罗鹫这般阴险攻势，林动却是不闪不避，双腿陡然变化成青铜之色，然后狠狠跺地，强悍的力量以及肉体，竟然直接是生生地将那元力刀锋踏得崩溃而去，而后身形闪动，金光暴涌，化为凌厉戟影，对着罗鹫漫天攻去。
“铛铛！”
武斗台上，两道人影闪电交错，戟影锤影密布而开，每一次的对碰，都将会引发惊人的元力波动，那般异常激烈的交手，看得那无数人热血沸腾。
“砰！”
又是一记让人心惊肉跳的元力波动爆发开来，两道身影交错而开，各自在地面上搽出数十米的痕迹。
一番激斗，竟然是拼得不分高下！
“林动的实力，好强……”望着场中那番不分胜负的激斗，吴震也是一脸的惊色，道。
“嗯。”姜雷也是点了点头，略微有些兴奋，林动展现出来的实力，已经超过了他的意料。",1
武动,第二百二十八章 邂逅,"罗鹫的惨败，出乎了很多人的意料，事先谁都未曾想到过，这位在大鹰城拥有着赫赫凶名的强者，最后竟是会败在一位看上去尚还不过二十岁的少年手中……
不过，不管心中如何的难以置信，当他们在亲眼见到那躺在地上不知生死的罗鹫时，也是只能用理智强行压抑下心中的惊涛骇浪，然后将那震撼的目光，投向武斗台上的那一道年轻身影。",1
武动,第二百二十九章 魔猿精血,"林动眉头微微一皱，然后目光便是看向了牛皮纸最下方，在那里，对于每一个红点都有着注解。
“天牛山脉，大力猿，造形境。”
“魔云峰，搬山金猿，造气境小成。”
“……”
林动望着那一个个红点注解，怔了一瞬间，然后，眼瞳之中便是涌上了一股狂喜之色，这些红点，竟然便是一些魔猿所在的地点！
“这罗鹫原来早有准备……”林动面色兴奋，如此一来的话，可就省了他太多的精力，只要他按照这地图上所表明的地点，应该便是能够找到这些魔猿。
“那罗鹫所取得的魔猿血脉，应该便是那天牛山脉的大力魔猿……”林动看了一眼那天牛山脉处，然后便是立刻转移目光，看向了那地图上，最为猩红的两个红点处。",2
武动,第二百三十二章 古剑门,"“这位朋友，我知道你实力不弱，不过，在这里挑衅我古剑门，恐怕不是明智人的举动。”刘云天的面色，也是略微的有些阴沉，由于古剑门的强横实力，这些年来，他倒是很少遇见敢在远古废涧中对他们如此不客气的人，如果不识因为有些忌惮林动的实力以及那正在撕咬着妖蟒尸体的小炎的话，恐怕他立刻便是动了手。
林动摇了摇头，实在是懒得再跟这些优越感极强的家伙废话，转身便欲对着废涧深处而去，对于这古剑门的印象，也是在此刻变得极差起来。
“不准走！”
见到林动欲走，那刘云天面色终于是彻底阴寒下来，一声暴喝，身形暴掠而出，手中长剑，带起凌厉剑罡，化为漫天剑影，攻向林动。
“发信号！”
而在动手的同时，这刘云天嘴中，也是发出一道大喝声。
“哼！”
面对着刘云天的攻势，林动眼神也是一寒，身形不闪不避，待得那漫天剑罡临体时，他方才猛然一握拳头，一拳轰出！
“叮叮！”
凌厉的剑罡狠狠地轰在林动拳头之上，但想象之中的鲜血横飞并没有出现，反而是爆发出一道道火花，而后，那道手掌，便是如同金刚所铸一般，穿过漫天坚硬，最后快若闪电般的轰在满脸震惊的刘云天胸膛之上。
“噗嗤！”
胸膛被击中，那刘云天立刻便是感觉到一股极为强悍的力量涌进肚内，当下五脏六腑仿佛都是被轰得移了位置，一口鲜血喷出，身形也是狼狈的倒飞而出，最后重重地落进下方小溪之中。
望着那几乎是一招便是被击溃的刘云天，那三名古剑门的年轻弟子，显然也是愣了一下，然而眼中涌上一股惊骇之色，刘云天乃是造形境小成的实力，然而这等实力，竟然一照面就被林动打成这幅德行？",1
武动,第二百三十九章 炼化成功,"龙猿精血覆盖在血管上，然后一丝丝的渗透而进，顷刻间，便是与其中的鲜血交汇在了一起。
“嘎吱嘎吱！”
就在两股血液交汇的刹那，林动清晰地感觉到，他的身体，犹如被注射了膨大剂一般，竟是瞬间变得壮硕起来，皮肤之下，一股股连他自己都是极为动容的可怕力量如同条条虬龙般，疯狂的窜涌着，想要冲出身体，宣泄着那般恐怖的破坏力。
林动的双眼，也是在此时涌上一丝丝赤红的血线，不过类似罗鹫施展魔猿变时理智降低的事情，却并没有出现，那血红目光中，依然充斥着冷静之色。
林动的身体，陡然站起，身体表面，一道道黑色光泽从皮肤下涌现出来，远远看上去，如同那自地狱之中爬出来的铁血修罗一般，透着一股狰狞的力量。
“好强大的力量……”
感受着体内那种疯狂涌动的庞大力量，林动的脸庞上，也是浮现一抹狂喜般的笑容，他能够感觉到，现在的他，光凭借着这幅肉体，恐怕便是能够与造形境小成的强者媲美，若是再施展元力以及铜雷体，就算是面对着造气境小成的强者，他也有着信心正面一战！",2
武动,第二百六十七章 犀利言辞,"“这……怎么可能？”
林可儿玉手悄悄地掩上红唇，美目望着下方那浑身血迹狼狈不堪的王炎，再看了看那踏着剑芒，傲立半空，浑身上下被金光所包裹的林动，心间无疑是翻起了惊涛骇浪，一年之前与林动相见时，后者不过才元丹境小圆满的实力，那时候的他，与王炎这等天才人物之间的差距，几乎是无法丈量，然而，这才短短一年时间，他居然便是将两者间那种距离，生生的拉近，并且还将其超越！
这般天赋，这般进步，容不得人不为之感到震惊！
在林可儿身前，林琅天的目光，也是在此刻出现了一些细微的变化，负于身后的双手，微微紧握了一下，看得出来，林动先前展现出来的战斗力，同样是极其出乎他的意料。",1
武动,第三百五十二章 给你一个字,"在那无数道目光的注视下，最后的一回合，林青林木这两位林氏宗族之中，仅次于林琅天的天才，彻彻底底的败了林动手中！
这一霎，浓郁的震撼之色，一丝丝的攀爬上所有人的脸庞，他们望着庞大广场中那两道刺眼的深深痕迹，心中的惊骇，无疑是在此刻暴涌到了极致。
谁都未曾想到这种结局，谁都认为先前的林动，只是在放着狂妄厥词而已，但此刻，那些原本满嘴嘲讽并且准备看好戏的人，面庞上的冷笑，却是缓缓凝固，看上去相当的滑稽与可笑，如同小丑。
死寂笼罩着巨大的角斗场，最后终于是猛然爆发出惊天般的鼓掌声音，那些再度看向那一道年轻身影的目光中，已是没有了丝毫的嘲笑，有的，只是一种对强者的敬畏，这些年来，林氏宗族的族比，大多数都是宗族的人风光无限，分家的人，只能沦为陪衬，然而今日，他们却是首次见到，分家的参赛者，展现出如此强势的一面！",1
武动,第三百五十四章 龙争虎斗,"不过，对于这种激斗，那些林氏宗族的子弟，却是面色相当的不自然，他们想要见到的，是一种绝对的压制，他们一直都是以为，只要林琅天出手，林动的嚣张必然立马崩溃，但眼下这般局面却是让得他们明白了现实的残酷，而到了现在，他们方才明白，林动之所以如此狂傲，原来，他是拥有着狂与傲的本钱！
他们必须承认，林动的实力，的确已是真正达到了足以威胁林琅天的地步！",1
武动,第三百五十九章 林梵,"""满场寂静，林梵望着那鸦雀无声的广场，终是长长地吐了一口气，雄浑之声，在每一人耳边响彻！ “冠军，炎城林动。” 林梵的声音，轰然落下，场内寂静了片刻，顿时间，那些分家之人，顿时爆发出雷鸣般的欢呼声，这是宗族历史上，第一次由分家之人，夺得族会冠军！ 而与分家的雷鸣欢呼相比，那些宗族处，却是一个个面色苍白，再无丝毫骄狂之气。 经此一战，谁都明白，林动，将会真正的名动大炎王朝！""",1
武动,第三百六十三章,"""林动走出幽静的小院，便是顺着道对着与林穆长老约定要的地点缓步而去，沿途中，倒是遇见不少林氏宗族的人，不过大多数的人，在一见到他时，便是赶忙让开道路，眼神复杂而畏忌。 而对于这些目光，林动倒是并未过于的理会，脚步顺着前方的道路转了一个弯，而后一片训练场便是出现在了眼前。 这片训练场，应该是平日林氏宗族的子弟操练的地方，此时虽是清晨，但已是有着不少宗族的年轻男女在此训练。 林动的突然出现，显然是让得这训练场静了静，这些平日里颇为高傲的宗族子弟，此时面色却是略有些不太自然，不过却无人敢在脸庞上露出半点的不屑与嘲讽，昨日的那一场惊天大战，算是将他们所有的傲气，都给彻底震散了去，强如林琅天那等人物，都无法在林动手中讨得什么好处，更何况他们？""",1
武动,第三百六十六章,"""就在血印成形的那一刹那，林动顿时感觉到，面前那座黑色山峰的重量，仿佛尽数消失了一般，那种压迫之力，也是彻底的散去。 “嗡嗡！” 黑色山峰发出嗡鸣之声，旋即体形再度缩小，变回巴掌大小，缓缓地落到了林动掌心之上。 林动低头，望着掌心中的那座迷你山峰，脸庞上也是涌现一抹难掩的兴奋之色，他知道，他终于是将这“重狱峰”彻底的降服……""",2
武动,第三百六十八章,"""“这……这是那无人能够启动的‘重狱峰’？！怎么可能！你怎么可能催动它？！” 林智望着那自林动手中升起，并且在半空中急速膨胀起来的黑色山峰，眼中立刻涌现了浓浓的惊骇之意。 身为族藏的看护者之一，他对于族藏之内的各种宝贝了若指掌，而这“重狱峰”虽然看似普通，但却依然被放在了最为宝贵的光幕之中，不为其他，只是因为这件灵宝，他们林氏宗族自从得到后，便是从没有一个人能够真正的将其催动。 在林智的记忆中，曾经有过一位族中达到造化境巅峰的强者，试图强行催动这座古怪的“重狱峰”，不过最后却是直接被这灵宝反震成重伤，从那以后，再也没有人再打这重狱峰的主意，甚至，当初连林琅天进入族藏，经过多次手段测试，最终都是未能如愿以偿的将其取走。 不过虽说无人能够将其催动，但谁都明白，这古怪的重狱峰必然是一件极为强大的灵宝，但可惜的是，此等宝贝，似乎是需要特殊的催动之法。 林智曾经也对这重狱峰抱有过念想，但最后还是失败而去，所以，在此时他见到这连林氏宗族诸多先辈都是无可奈何的重狱峰，竟是在林动手中重现光彩时，心中的那等惊骇之意，实在是难以掩饰。""",1
武动,第三百七十六章 搬山二将,"“嘿，既然听说过我二人的名头，想来你也该知道你究竟有多倒霉了，这么低的几率都会被你碰上，只能说你运气太差。”剑痕男子身旁那位身材魁梧之人，咧嘴一笑，怪声道。 “林动，我知你有几分手段，若是单独相对，或许我二人无人能够胜你，不过此次却是天助我二人，让得我们第一轮碰在了一起，我二人相熟十数年，两人联手，实力可不是简单的一加一，你若是能够自动转身离去，我二人不会伤你。”那剑痕男子，目光紧紧地盯着林动，缓缓地道。 闻言，林动只是微微一笑，然后在两人那有些冰冷的目光下缓缓摇了摇头，道：“抱歉，这一次的百朝大战名额，我是要定了。” “嘿，连我二人都不敢说能够顺利得到名额，你虽然号称连林琅天也奈何不得，不过也不得不告诉你，就算是林琅天恐怕都没这么绝对的把握！”那身材魁梧的男子冷笑道。 “他没有把握，不代表我也没有把握。”林动手掌徐徐伸出，对着两人轻轻一弯，轻声道：“你们两人，一同出手吧。” 听得此话，那陆魁与胡梧眼中皆是掠过一抹寒意，林动的姿态已是表明，他是绝对不会如此轻易退去，既然如此，那就只能打得他服服帖帖地滚出去了！""",1
武动,第三百八十四章 血战,"林动脚掌一踏虚空，身后一圈黑洞蔓延而开，顿时间，可怕的吞噬之力呼啸而出，这一次，林动再没对这些吞噬之力有半点的压制！
“哗啦啦！”
吞噬之力弥漫而开，那些血海竟然都是在此刻翻涌起来，而后直接是化为一道道血浪，被强行吞进黑洞之内，而后立刻化为滚滚元力，流淌在林动身体之中。
“什么？”
见到林动竟然强行吞噬了他用元力凝聚而成的血海，那道血甲人影顿时一震，血瞳之中充斥着难以置信之色，这些血海充斥着极为强烈的腐蚀之力，就算是造化境大成的强者落入其中，都会在顷刻间化为血水，但如今林动却是在他眼皮底下，将这些血海直接吸纳，而且看这般模样，似乎还没有半点的不适，这如何能让得他不为之震惊。
林动面色冰冷，感受着体内那滚滚元力，他手印再度闪电般变幻起来，顿时间，雄浑喝声，如同雷霆一般，在这大殿之中轰然响彻。",1
