book,chapter,paragragh,tag
元尊,第一百七十四章 金池,"巨山山顶，是一座火山口，而如今这火山口中，金液充斥，犹如一汪金池，金光绽放，隐隐间有着异香传出。
周元、绿萝、甄虚三人，都是眼神炽热的望着眼前这汪金池，他们能够感受到，体内的源气，仿佛都是在此时变得活跃起来。
“这就是金池吗？”三人都是垂涎的望着金池，心跳加快。
噗通。
吞吞则是率先跳了进去，游荡在水面上，兽瞳微闭，犹如是无比的享受。
而周元他们也是能够看见，金色的池水波荡着，似是有着一缕缕金光，在源源不断的涌入吞吞的体内。
“机缘已在眼前，能得几分，就靠各自了。”周元冲着绿萝、甄虚一笑，也是跳了进去。
绿萝抱着小寒，大眼睛放光，毫不犹豫的跃进去，然后与小寒在池水中欢呼着。
甄虚心情激荡，也是迅速跟上。",1
元尊,第一百九十七章 双龙斗,"“这个变态……”绿萝喃喃道。
“竟然能够做到这一步……”甄虚低声道。
左丘青鱼美目明亮，嫣然一笑，狡黠的道：“看起来……这家伙似乎也是个很不错的选择呢……”
宁战面目凝重，盯着周元的身影：“这个家伙，好厉害，好想和他……打一场！”
剑瞎子李纯均轻握着重剑，沉默了一下，道：“周元，看来以后，你会是一个比武煌更适合我磨剑的人……”
叶冥也是咳出一团血丝，摇头笑道：“呵呵，武煌啊武煌，真是没想到，你最后，竟然会栽在他的手中……”
此时此刻。
整个天地的目光，都是汇聚向那白玉广场。
那般画面，分外的震撼人心。
残阳之下。
一人单膝而跪，一人头颅脱落，鲜血冲天……",1
元尊,第二百零三章 四道圣纹,"那滴金色鲜血一出现，便是在天地间引来了风暴呼啸，无数源气席卷而来。
“这是什么？”周元死死的盯着那滴金色鲜血，咽了一口口水。
苍玄老祖淡笑一声。
“这就是你们前往圣迹之地梦寐以求的东西……老祖我的一滴圣血。”
“圣血……”
周元眼神滚烫无比的望着那一滴金色的鲜血，他能够感觉到其中蕴含的磅礴源气，那种精纯程度，让得他头皮都是微微发麻。
他如何不知，苍茫大陆上所有骄子云集于此，所为的，不就是这一滴传闻之中的圣者之血吗？",1
元尊,第二百一十八章 一拳足矣,"满山寂静。
一道道震骇的目光，望着那半空中，保持着一拳轰出姿势的周元。
周元眼无波动的望着那被他一拳从山腰轰到山脚的韩山，方才将先前未曾说完的话，彻底的落下：“现在……一拳足矣。”
寂静的源山上，那坐在山顶修炼台上的陆风，微闭的眼睛微颤，终于是睁了开来。
顾红衣的俏脸上，也是流露出了一丝惊讶。
其他人，更是瞪大了眼睛，谁都没想到，太初境二重天的韩山，竟然在周元的手中，连一拳都没撑过去……
他们原本以为，起码会有一场还算激烈的交手。
但却未曾想，战斗，还没开始，就已经结束了……",1
元尊,第二百三十四章 打翻一群,"“你们愣着干什么！一起上，打他啊！”
半空中，被打得头晕眼花的祝峰失态的咆哮道。
那些弟子面面相觑一眼，最终也是顾不得以多欺少了，当即硬着头皮暴射而出，对着周元围剿而去。
“先前就说了让你们都上，偏要墨迹。”周元瞧得众人攻来，淡笑一声，周身雾气更浓，速度竟是再度暴涨。
唰！
他直接是犹如一道鬼魅般的影子，冲进了那十来道弟子之中。
砰！砰！
战圈内，一片混乱，那些弟子虽然实力也不错，但却连周元的衣角都摸不到，而反观周元，身影掠过时，那布满着紫金鳞片的拳头，便是携带着雄浑的源气，毫不客气的一拳拳轰到众人身体上。
拳拳到肉，凶悍异常。
于是，短短不过数分钟，那地面上便是躺满了身影，个个鼻青脸肿，嘴角挂着血迹，满地的呻吟。
而在中间，周元垂手而立，虚化的身躯渐渐的恢复。
他的神色淡漠，没有任何的波澜起伏。",1
元尊,第二百五十六章 麻烦上门,"一股惊人的波动，自那源纹中散发出来。
那赫然是一道，四品源纹！
“源纹？！他什么时候刻画出来的！”秦镇瞳孔猛然一缩。
在那无数道惊恐的目光中，周元面无表情的伸出手指，轻轻的打了一个响指，清脆的声音响起。
“玄山封镇纹！”
轰！
源纹陡然爆发开来，天地间的源气疯狂的席卷而来，短短数息，只见得那源纹竟然便是化为了一座百丈左右的源气大山。
源气大山直接是对着秦镇镇压了下去。
啊！
秦镇面露骇色，急忙源气运转，双臂伸出，将那源气大山扛住。
噗嗤！
不过刚刚接触，他便是一口鲜血喷了出来，因为那座源气巨山，沉重得无法形容，直接是将他的身体压得嘎吱作响，剧痛自双臂处蔓延出来，犹如双臂将要被折断。
他的身体，一点点的被压伏下来，不断他如何的咆哮，都是无济于事。
因为那源气大山，似乎还拥有着压制源气的作用，一旦被其接触，便是会被不断的封镇……
源山上下，无数道震撼的目光望着那轻轻巧巧就将秦镇镇压得动弹不得的源气大山，谁都没想到，周元竟然还有这种手段！
他的源纹造诣，竟然达到了这种程度！",1
元尊,第二百六十二章 夭夭出手,"陆玄音也是紧握长剑，居高临下的望着夭夭，唇角的笑容有些玩味，道：“你的源纹造诣虽然不弱，但总归还挡不住我的剑。”
“你刚才是说，输了随我处置吗？”
望着似乎胜券在握的陆玄音，夭夭的神色，倒是依旧平淡，道：“你似乎以为你已经赢了。”
“不是吗？”陆玄音冷笑道，还当夭夭是在逞强。
不过，就在她声音刚落的那一瞬间，其面色陡然一变，因为她见到，那些弥漫的水气，竟是在此时不知不觉的落到了她的身上。
水气瞬间凝结，竟是化为了一条条水蛇，水蛇缠绕而来，将她的双手，双脚都是紧紧捆缚。
陆玄音体内的源气瞬间爆发出来，就要震断这些水蛇，但这些水蛇身躯表面，忽然有着光纹浮现，而陆玄音体内的源气一碰触到那些光纹，竟是犹如被封印一般，迅速的退缩回去。
长长的水蛇缠绕住陆玄音的娇躯，将她双手双腿扯开，犹如大字一般的悬挂在半空中。
水蛇勒紧，水气打湿了衣衫，倒是将那陆玄音玲珑有致的身材给凸显了出来。
陆风等众多圣州本土弟子的大笑声噶然而止，犹如是被捏住了喉咙的鸭子一般，他们望着此时被捆缚起来的陆玄音，一个个的面色，变得无比的精彩下来。
他们的眼中，还有着浓浓的难以置信残留，他们无法想象，身为金带弟子的陆玄音，竟然会被一个外山弟子轻易的制服。
他们惊恐的目光，投向了那漂亮得不像话的夭夭，身体都是在此时微微颤抖起来。
对于他们那些惊恐的目光，夭夭则是未曾理会，她只是抬起眸子，看向那疯狂挣扎的陆玄音，清淡的声音，在楼中响起。
“看来，是你输了……”",1
元尊,第二百六十三章 震慑全场,"带着酒香的水气，弥漫着百香楼中，然而整个楼内，都是一片死寂。
那陆风，杨修，秦镇等人都是眼带骇然的望着眼前陆玄音被捆缚的一幕，手中的酒杯，都是在此时缓缓的滑落，跌碎在地。
谁都没想到，陆玄音，竟然输了！
“怎么可能？！”陆风面色青白交替，难以置信的喃喃道。
其他人看向夭夭的目光，也是犹如见鬼一般，充满着惊惧，要知道，陆玄音可是内山金带弟子，太初境六重天的实力！
如此实力，足以碾压任何外山弟子，就算是陆风，都与其相差甚远。
然而谁能想到，太初境六重天的陆玄音，竟然被夭夭如此轻易的就被制服了？！
那夭夭的实力，究竟是何等的深不可测？
陆风那边骇然惊惧，周元这边，除了他自己外，赵鲲，宋婉溪等人同样是面色精彩，甚至还揉了揉眼睛，以为出现了幻觉。
“小夭师妹这也太恐怖了吧……”赵鲲咽了一口口水，在进入苍玄宗外山后，夭夭很少出手，所以对于她的实力如何，也是无人知晓，但今日这一手，简直是秀得让人头皮发麻。",1
元尊,第二百七十一章 天元进化,"黄金石台上，无数目光汇聚而来，璀璨青色剑光，陡然落下，与那横挥而来的天元笔，重重的撞击在了一起。
嘹亮的金铁之声，响彻天地。
不过，就在巨声响彻的那一霎，陆风的瞳孔，猛然一缩，脸庞上也是一抹骇然之色浮现出来。
因为他见到，在那碰撞的瞬间，青鹰剑竟是剑光一震，发出了一道哀鸣之声，剑光破碎，直接是被那只黑笔，硬生生的轰得倒飞而去。
那种感觉，仿佛周元那黑笔挥下时，携带了无穷之力，恐怖霸道到了极点！
甚至隐隐似有一道鲸吟声响起。
“怎么可能？！”天地间，也是响起了无数难以置信的惊呼声。
甚至连青阳掌教等巨头，都是微微惊咦出声。
而在那无数道骇然目光中，周元则是长长的吐出了一道浊气，他双目炽热，手掌缓缓的抚过斑驳的笔身，在其手掌过处，一道古老的源纹，绽放出了神秘的光芒。
天元笔第四纹，号“万鲸”。",1
元尊,第二百七十三章 九龙之威,"漫天遗憾声中，周元则是神色始终平静，他望着那徐徐压下的青色星辰，已是开始察觉到后者力量的极限。
“只是如此吗？”
“那就该我了！”
他似是自语一声，下一瞬，忽的长啸出声。
啸声如雷，而就在此时，那三道被青色星辰压制的兽影源气，竟也是爆发出了咆哮之声，在那咆哮间，那自其中散发出来的凶暴气息，也是在此时猛然间，节节攀升。
而原本百丈左右的源气，也是陡然膨胀，化为了三百丈左右。
“什么？！”
这突如其来的变故，直接是令得陆风瞳孔一缩：“怎么可能？！他的九龙典明明只是炼化的四品高阶的源兽精血，怎么可能强到这种程度？！”
他也是研究过九龙典的，据说唯有炼化了五品源兽的精血，才有可能令得兽影源气达到三百丈的程度，但他可是清楚的记得，琳琅阁中可并没有五品源兽精血了。
周元面色漠然，他的确只是得到了四品高阶的源兽精血，但借助着吞吞的鲜血，这些四品高阶的源兽精血，却是得到了巨大的提升，完全不逊色真正的五品精血。
“吼！”
三道三百丈的兽影源气爆发出了惊人的力量，只见得它们长尾甩动，竟是缠绕上了三颗源气所化的青色星辰，凶气陡然爆发。
咚！
三颗青色星辰，便是直接在此时爆碎开来，化为了漫天光点。
哗！
漫天哗然声响起，谁都没想到，局面竟是峰回路转，陆风原本的优势，瞬间荡然无存",1
元尊,第二百七十五章 大典第一,"当陆风倒塌的时候，整个天地间，仿佛都是一寂，无数弟子，渐渐的张大了嘴巴，眼中有着震撼的情绪在凝聚出来。
哗！
下一瞬，滔天般的哗然声，便是震耳欲聋般的爆发开来，犹如要掀翻山岳。
谁都没想到，这场争锋，陆风竟然会败了！
“小元哥也太厉害了！”沈万金等人目瞪口呆的望着黄金石台上那道屹立的修长身影，虽说他们一直都期望着周元能够胜出，但他们对于周元的底子并不清楚，所以心头也是忐忑，毕竟陆风以往的威名实在太强了。
所以当陆风倒塌下去的时候，他们受到的冲击相当巨大。
那萧天玄也是面色复杂，看向周元的目光中有着一抹惧意，此时此刻，他倒是有些佩服他父亲的眼力了。
以周元展现出来的天赋，未来必然会是苍玄宗的核心人物，前途无量，到时，恐怕整个苍玄天，都会响彻其名。
此等人物，的确不宜结仇。
顾红衣也是仰起光洁俏脸，她美眸泛着异彩的望着周元的身影，显然这种结果对于她而言，同样是有所震动",1
元尊,第二百七十六章 择峰修行,"他袖袍一挥，只见得一道玄光从天而降，化为一卷古书，古书之上，仿佛有着苍阳升腾，一股极端炽热的气息散发出来，引得虚空都是有些扭曲。
“此为天阳神录，乃是一卷下品天源术。”
此言一出，顿时再度引来了无数哗然声，一道道通红的目光灼灼的望着周元面前悬浮的玄光古书。
竟然是真正的天源术！
要知道，若是在圣州大陆之外，一卷下品天源术，足以成为诸多势力的镇族之宝，甚至引来无数惨烈争夺。
周元也是有些口干舌燥，眼睛盯在那古书上移不开来，这可是真正的天源术啊，要知道，就算是在那圣迹之地中，他都未曾获得如此等级的源术。
虽说他如今也是修炼了一些小天源术，可就算是九龙典，都是远远及不上这“天阳神录”。
而据说，在内山中的藏经楼中，倒是能够兑换天源术，但那所需要的源玉数量极为的庞大，说不得便是需要数万，那显然需要诸多内山弟子努力许久才有可能换到手的。
“谢掌教。”
周元行了一礼，然后小心翼翼的接过这卷古书，将其收入乾坤囊内，满脸的喜色。
青阳掌教一笑，道：“此番第一，还有额外奖励，便是那‘源髓洗礼’，此事待得你进了圣源峰后，自会将名额赏赐于你。”
周元点点头，心头也是有些好奇与期待，毕竟据说那“源髓洗礼”，可是唯有紫带弟子才有资格享受的待遇，对于修炼，大有裨益。",1
元尊,第二百九十七章 震慑全场,"那原本约莫百丈左右的源兽源气，竟是在此时猛然的膨胀开来，约莫五百多丈，那种源气强横程度，比之前的七道源气加起来还要更强！
“什么？！”
那种源气强横程度，也是瞬间引得诸多弟子震动不已，满脸的惊疑不定，他们不明白，为何这最后一道源兽源气竟会强到这种地步。
张衍神色也是微变，微微思索，便是明了，当即心头一震，眼神变幻的道：“这个周元，好生狡诈！”
先前那七道源兽源气之所以会那么弱，并非是周元源气不济，而是因为他将源气尽数的汇聚到了第八道源兽源气上！
而曹狮费了大力气想要一鼓作气的攻势，耗费了不少的源气，但所取得的效果，却只是打碎了几道幌子一般的源兽源气。
周元真正的杀招，是藏在第八道！
吼！
在那诸多惊呼声中，只见得那第八道源兽源气猛的咆哮而下，竟是张开了巨嘴，犹如遮天蔽日，一口就对着那席卷而来的剑海吞了下去。
呼呼！
一口之下，剑海瞬间被吞没。
而那些进入源兽源气体内的银色剑影，则是在第一时间，被那充满着凶煞的源气毁得干干净净……
所有人都是呆了下来。
包括那曹狮。
“怎么可能？！他这道源气，怎会如此之强？！”曹狮面色惨白，先前还以为胜券在握，结果没想到转眼间结局就出现了逆转，将他从天堂打落。",1
元尊,第三百一十七章 改造结界,"“源纹结界破碎……那千丈水兽跑了！”孔圣面色有些难看，这说明着他此次只能无功而返了。
李卿婵也是怔了怔，然后轻叹了一口气，这一次，果然算是两败俱伤。
“你们寄以厚望的人，似乎没什么能耐，卿婵师妹，以后这种级别的争斗，就别带这种人出来丢人现眼了。”孔圣淡淡的道，言语间有着冰冷的讥诮。
李卿婵柳眉蹙了蹙，却是未曾理会他。
她周身的源气波动渐渐的收敛下来，既然如今千丈水兽已经逃掉，再打下去也是没有必要了，此次的源池之行，她与孔圣都是只能空手而回。
李卿婵看了一眼源池深处，她能够见到那被冲击波震得狼狈倒射而退的周元，心中叹了一声，自嘲的一笑。
这个家伙终归只是太初境二重天的实力啊，寄希望于他，的确是有些莫名其妙啊。
在她心中叹息的时候，源池深处的水浪也是渐渐的平息。
李卿婵美目随意的掠过，但是下一瞬间，美目陡然瞪圆，俏脸上有着浓浓的难以置信的涌现出来。
因为她见到，在那源纹结界爆炸的地方，千丈水兽的确是失去了踪影，可是却有着一颗半丈左右的龙源髓晶，静静的漂浮于海水之中。
李卿婵玉手都是忍不住的捂住了嘴，心头翻起惊涛骇浪。
那千丈水兽……竟然被杀了？",1
元尊,第三百一十八章 得手,"而在李卿婵美目带着难以置信之色的望着源池深处时，孔圣也是有所察觉，目光立即投射而去，再然后他瞳孔便是猛的一缩。
他也是见到了那一颗散发着璀璨光芒的龙源髓晶。
望着那颗半丈左右的龙源髓晶，即便是以孔圣的心性，都是心头一震，失态的道：“怎么可能？！”
那头千丈水兽，怎么突然就被杀了！
那个周元，不过只是太初境二重天的实力，就算他将命都给拼上去，面对着那千丈水兽，也不过只是蝼蚁而已。
所以，千丈水兽，究竟怎么死的？
面对着这一幕，孔圣与李卿婵都是面面相觑，满脸的不可思议。",1
元尊,第三百二十六章 何为震撼,"当石柱上的光纹一道道的亮起来时，熟悉的龙吟声，再度响彻。
再然后，众人便是面色震撼的见到一道道龙影，不断的从石柱中钻出来，盘旋在周元周身。
一道……三道……五道……七道！
七道龙影盘旋，所有的弟子，都是深吸了一口冷气。
七龙洗礼！
周元所在山峰，那些同为沈师一脉的弟子，都是目瞪口呆，而至于那张衍，更是面色呆滞。
“怎么可能？！”他的喉咙间，发出颤抖的呻吟声，眼前这一幕，实在将他震撼的不轻，谁能想到，周元竟然能够达到七龙洗礼！
他在源池中，究竟猎杀了多少水兽？！
他怎么做到的？！
而与张衍的面色难看相比，周泰则是面露震撼的笑容，显然为周元感到高兴。
远处山峰上，李卿婵清冷的美眸望着这一幕，微微波动了一下，虽然她对此早有预料，但当真的看见时，还是忍不住的有些感叹。",1
元尊,第三百二十六章 何为震撼,"而就在她此话刚落的瞬间，所有人都是见到，周元似乎是沉吟了一下，再然后，只见得其腰间乾坤囊光芒一闪。
下一瞬，一颗半丈左右的龙源髓晶，便是出现在了其头顶。
轰！
当那颗半丈左右的龙源髓晶一出现时，源池四周，诸多弟子彻彻底底的忍耐不住，骇然失声：“千丈水兽？！”
这一次，甚至连那山峰上冷眼旁观的孔圣与叶歌都是身体猛的一震，眼中有着难以置信流露出来。
“怎么可能？！”",1
元尊,第三百二十七章 三重天,"当那半丈左右的龙源髓晶出现时，整个源池周围，都是掀起惊天的哗然，所有人的面庞都是变得极其的精彩。
即便是孔圣，叶歌这等圣子，都是忍不住的为之动容。
七龙洗礼，他们可以并不在乎，因为那对于他们而言不算难度，但眼下周元祭出来的这颗龙源髓晶，分明是来自千丈水兽！
而千丈水兽如何难寻，他们身为圣子，再清楚不过。
一旦拥有了千丈水兽的龙源髓晶，便可以此为引，提升洗礼级别，生生的达到八龙洗礼！
“他怎么可能有千丈水兽的龙源髓晶？！”孔圣忍不住的失声道，英俊面庞上的冷漠再也难以保持，眼中同样有着难以置信浮现。
一旁的叶歌也是张着嘴巴，一脸的古怪。
这大半年下来，他们才辛辛苦苦的搜寻到一头千丈水兽的踪迹，可最终还是失手了，所以当他们见到一个金带弟子的手中出现了一颗千丈水兽体内的龙源髓晶时，方才会震撼得无以复加。
什么时候，千丈水兽变得如此容易找寻了？
而连两位圣子都如此的震撼，其他的弟子此时心中情绪是如何的翻江倒海，自然可想而知。",1
元尊,第三百二十七章 三重天,"与此同时，再度有着一道嘹亮龙吟声响起，所有人都是见到，又是一道龙影缓缓的自石柱中冒出来，盘旋在周元四周。
第八道龙影！
八龙洗礼！
望着那盘旋在周元周身的八道龙影，所有弟子都是忍不住的咽了一口唾沫，虽说之前他们已经见过李卿婵的八龙洗礼了，可显然，周元这个八龙洗礼来得更加的让人震撼……
毕竟李卿婵乃是圣子，所以就算她得了八龙洗礼，诸多弟子也只是觉得在意料之中，可周元这个……完全想不到！
先前他们还以为今日会出现一个有史以来等级最低的洗礼，可转眼间，周元就一个巴掌狠狠的甩了过来，简直是甩得他们晕头转向。
那可是八龙洗礼啊！
在今日之前，甚至唯有楚青师兄一人独享过，但现在……周元却是成为了第三个得此殊荣的弟子。
而甚至，其他的八位圣子，都未曾尝试过。
并且周元可是以金带弟子的身份，来达到八龙洗礼的，这一点，在苍玄宗可谓是前无古人，毕竟就算是强如楚青，都是在成为圣子后，方才达到八龙洗礼。
虽然这种早晚并没有太大的意义，但所带来的震撼，终归是让人难以平复。
而在那一座山峰上，吕嫣也是怔怔的望着周元周身那八道龙影，俏脸变幻不定，这一幕，同样是在她的心中掀起了巨浪。
在其身旁，一些弟子也是忍不住的感叹出声，道：“这个周元，果真是有些能耐，我们苍玄宗有史以来，可还没有金带弟子便享八龙洗礼的待遇呢。”",1
