book,chapter,paragragh,tag
斗破,第109章 小医仙,"血莲精，一种极为罕见的高级药材，这种药材，一般与黄莲精伴生成长，不过数量极其稀少，其外貌，几乎与黄莲精完全相同，若是对其不熟悉之人，定然难以将两者分辩而出，先前在初见此物时，若不是药老忽然发出惊咦声，凭萧炎这个小菜鸟，是无论如何也不会发现这不起眼的小东西，竟然便会是他苦寻而不得的一种罕见药材。
　　血莲精，是炼制“血莲丹”的主材料之一，而说起血莲丹，便得提起萧炎所修炼的诡异功法，“焚决”！",2
斗破,第110章 加入队伍,"对于这些谩骂声如同未闻，少年上前两步，行至一颗足有两手臂粗壮的树干面前，拳头猛然紧握，淡黄色的斗气，犹如一层淡淡的光幕，覆盖着拳头，略微沉寂，少年一声低喝，拳头夹杂着凶猛的劲气，狠狠的砸在树干之上。
　　“咔嚓。”
　　随着清脆的声响响起，那颗颇为粗壮的树干，在众人那惊愕的目光中，嘎吱倒地，溅起满地尘埃。
　　“这应该够了吧？”
　　拍了拍手，萧炎对着那名目瞪口呆的中年人笑道。
　　“啧啧，小兄弟天赋还真强悍，小小年纪，竟然便修炼到了二星斗者，简直是天才。”惊叹的点了点头，中年人对着萧炎笑道：“好吧，最后一人，便是你了，佣兵酬金是五百枚金币，来回护送我们万药斋采药队的安全，待会会先付你一般酬金，另外一半，则要回来时候，才能付给。”
　　“好。”微笑着点了点头，萧炎并不在乎那五百枚金币的酬金，他只需要这支队伍能为自己寻找到足够安全的修炼之所。
　　见到最后一个名额被这不知道从哪冒出来的小家伙夺走，周围围观的佣兵，顿时只得悻悻的离开，然而在离开之余，还不忘对萧炎投去许些异样的目光。",1
斗破,第120章 晋级六星！,"玄重尺一离体，萧炎便是感觉到身体骤然向上漂浮了许多一般，体内流淌的斗气，犹如是山洪暴发一般，汹涌的滚动在经脉之中，充盈的力量之感，伴随着骨头脆响的连绵声音，遍布着萧炎全身各处。
　　再次感受着这几乎是脱胎换骨般的快感，萧炎宛如是在炎日中喝了一碗冰镇酸梅一般，全身的毛孔，都在散发着一种自骨子间挥发而出的畅快。
　　脚尖在地面上轻点了点，萧炎只觉得自己忽然身轻如羽，抬头望着悬浮在半空中的十五根木桩，咧嘴一笑，脚尖一蹬，身体犹如炮弹一般，射上木桩，稳稳挺立。
　　“来吧！”
　　双掌缓缓摊开，萧炎对着药老扬了扬手，解开所有束缚的他，非常有信心在十五根木桩毫无间隙的攻击中撑下来。
　　“有脾气。”
　　瞧着自信大涨的萧炎，药老微微一笑，袖袍一挥，狂风刮过，悬浮的十多根木桩，迅速摇摆起来，片刻之后，携带着凶猛的劲气，对着木桩之下的萧炎铺天盖地的暴冲而去。
　　望着那砸来的树桩，萧炎抿了抿嘴，脚尖在木桩之上轻点，竟然是主动的迎了上去。
　　木桩之上，十五根巨大的木头，在药老的控制下，编织了一片毫无空隙的攻击阵势，十五根木头同时砸下，强大的劲气，将地面上草叶，刮得四处飘散。
　　脱去了玄重尺的束缚，萧炎的速度，几乎暴增了两倍之多，身形闪移之间，浑然天成，脚下墨胶的粘力，竟然再没有让得他有丝毫的停滞。
　　木桩之上，重重攻势中，少年的身影，若隐若现，十五根木桩的连番攻势，竟然被解开束缚的萧炎，完全的躲避了开去。
　　望着场中敏锐跳闪的萧炎，药老微微点了点头，老眼中掠过一抹赞赏，脱去束缚的萧炎，同样是有些出乎他的意料。
　　当最后一根木桩被萧炎险险闪过之后，半空中摇摆不定的十几根木桩，骤然停顿了下来。
　　缓缓的吐了一口气，萧炎身体笔直的立在木桩之上，将最后一枚回气丹吞进肚内，沉寂片刻后，淡淡的能量气流，忽然诡异的从其周身涌动而出，然后疯狂的灌注进了其身体之内。
　　随着越来越多的能量灌入，萧炎身体表面，浮现出了淡淡的黄色光芒，清秀脸庞，犹如温玉，半晌之后，双眼乍然睁开，漆黑的眼眸中，射出一缕犹如实质般的精光。
　　长长的吸了一口气，萧炎偏过头，望着巨石上的药老，脸庞上扬起灿烂的笑容。
　　“突破了！”
　　闻言，药老含笑点头，目光中透着许些欣慰。",2
斗破,第143章 甘慕,"“嘿嘿，大爷今天还有急事，就不陪你们玩了，哈哈，下次遇见，可不会这么好过！”调戏了一下小女孩，干瘦男子哈哈一笑，皮鞭在马屁股上使劲一抽，便欲离开。
　　瞧着干瘦男子就欲离开，卡岗几人都是松了一口气。
　　然而，就在干瘦男子马儿急冲而出之时，一道炸响，猛的在一旁道路上暴响而起，而与此同时，一道黑影，也是闪电般的对着前者急射而出。
　　人影瞬间掠上马头，身体一旋，右脚狠狠的踢在干瘦男子下巴之下，顿时，后者身体在半空划起了抛物线，重重的砸落在地。
　　“噗嗤！”一口鲜血从最终喷出，干瘦男子还未反应过来，一只脚掌便是踩在了胸膛之上，少年淡淡的笑声，缓缓响起：“还是留下吧，懒得我去找。”
　　一切的事故，都是发生在电光火石之间，卡岗几人，望着那忽然就变成了别人脚下之物的甘慕，不由得满脸愕然，特别是当他们的目光，顺着踏在甘慕身体上的脚掌缓缓上移时，愕然，则是变成了呆滞。",1
斗破,第151章 炼化火种,"脑海中回忆着药老先前的所说，萧炎灵魂感知力迅速将整个气旋完全包裹，略微沉寂之后，感知力猛的将气旋推动着高速旋转了起来。
　　随着气旋的高速旋转，流淌在经脉之中的斗气，也是开始了迅猛的奔腾，不过此时萧炎并没有闲情去注意它们，他的心神，已经完全的放在了那因为高速旋转，而出现在中心位置的一点点空洞地带。
　　望着此举果然有效，萧炎包裹着气旋的灵魂力逐渐的加大，而随着灵魂感知力的加大，那气旋的旋转速度，也是越来越快，到得最后，淡黄色的气旋，几乎已经看不到旋转轨迹，呜呜的无形风啸声，在气旋之外不断的回荡着。
　　心神死死的观察着在那气旋中心位置越来越宽敞的空洞地带，待得其面积足有一个拳头大小时，萧炎这才松了口气，缓缓的将灵魂感知力撤离气旋。
　　当灵魂感知力完全从气旋中退出之后，气旋的旋转速度，也是逐渐的减弱了下来，而那气旋中央位置的空洞地带，却是因为在萧炎心神的控制下，与外界衔接成了一个诡异的平衡，乃至其竟然没有随着气旋速度的减弱而消失。
　　望着那并没有消散的空洞地带，萧炎心中也是长长的松了一口气，心神缓缓的包裹着那一缕紫色能量，穿过周围的斗气封锁，最后钻进了那小小的空洞地带之中。
　　紫色能量刚刚进入空洞之中，萧炎便是赶紧到整个气旋猛的一颤，骇得他赶紧再次催动灵魂感知力将气旋稳固下来。
　　随着感知力的努力维持，气旋终于是缓缓的平稳了下来，而且在气旋与中央空洞连接的位置，萧炎能够发现，一缕缕火属性斗气，正在源源不断的从气旋中跑出，然后灌注进空洞之中的紫色能量内。
　　心神紧张的注视着那缕紫色能量，当越来越多的火属性斗气灌注于其内后，紫色能量忽然发生了轻微的低鸣，片刻之后，在萧炎的心神观察之下，开始了蜕变。
　　只见紫色能量颜色越来越深，而当其颜色在深沉到某一地步时，紫色能量猛的一阵颤抖，然后淡淡的火焰，竟然从紫色能量内部升腾而出，转瞬之间，紫色能量便是被转化成了一缕细微的紫色火焰。
　　漆黑的空洞之中，紫色火焰独自摇曳，淡淡的温暖感觉，从中散发而出，最后透进其外面的斗气气旋之内。
　　当那股淡淡的热度侵进斗气气旋之后，萧炎能够发现，那气旋的旋转速度，竟然是自动的加快了许多，对于这现象，萧炎先是一愣，旋即心中涌上一股狂喜，气旋能够自动的加快速度，那也就是说以后就算萧炎不去特意控制它，天地间的斗气，也将会源源不断的灌注入体内，让得他几乎分分秒秒，都在接受着斗气的洗礼，这般好处，对于他的修炼来说，无疑是极为的巨大。",2
斗破,第178章 药老出手,"瞧着萧炎居然选择与自己硬碰硬，风暴之中，老人顿时冷喝道，虽说如今实力大不如从前，可在他施展这玄阶高级的“玄冰旋杀”之时，还真没多少人敢选择直接硬碰，现在萧炎的举动，无疑是让得老人觉得他是自寻死路！
　　依然没有理会他的怒喝，萧炎直直的冲近了风暴，手掌之上，几乎被森白的火焰完全的遮掩，眼眸微眯，萧炎手掌豁然插进了风暴之中。
　　手掌插进风暴，房间内部，一圈恐怖的能量波动猛然扩散而出，将地面足足掀飞了将近半米！
　　“咔嚓……”
　　萧炎保持着手掌插进风暴的姿势，略微停滞片刻之后，只见那原本急速旋转的冰刃风暴，竟然开始了凝固，在咔嚓声中，冰刃风暴，居然完全的被凝固成了巨大的雪白冰柱。
　　淡淡的望着面前的冰柱，萧炎缓缓的从中抽出手掌，屈指在冰柱之上轻轻一弹。
　　“嘭！”一声闷响，冰柱轰然爆裂，化为无数冰凉的白色粉末，从半空中洒落而下。
　　冰柱爆裂，现出了里面那被一层淡淡的薄冰包裹的老人。
　　望着老人，萧炎眼眸微眯，片刻之后，再度睁开，此时，那漆黑眼眸中的淡然与沧桑，已经完全的消失，取而代之的，是少年应有的活力与朝气。
　　“老先生，你败了，抱歉，东西归我了。”拍了拍手，萧炎冲着老人笑吟吟的道。",1
斗破,第321章 最后的胜利者！,"“终于成功了……”苍白的脸庞上，浮现一抹欣慰的笑容，自从学会炼药术之后，萧炎是第一次费这般大的精力来炼制一枚丹药。
　　“成功了么？是什么品阶啊？”瞧得萧炎脸庞上的笑容，附近的小公主等人也是忍不住的开口询问道，因为寒气的缘故，这枚三纹青灵丹，居然是连丹香都未飘散而出，便是被冰冷的寒气冻僵了过去，所以小公主等人，也并不知道萧炎所炼丹药的确切消息，当然，虽无丹香飘散，可他们也不至于蠢到认为这是那种低阶丹药便是。
　　萧炎轻笑了笑，目光扫了一眼不远处脸色阴沉并且有些躁动不安的炎利，将手中的青色丹药高高举起，目光凝视着高台上微笑的法犸等人，朗喝声，在广场之上，响彻不散。
　　“四品丹药，三纹青灵丹！”
　　“哈哈……好！”
　　望着下方那手举丹药，朗喝的青年，法犸终于是忍不住内心的兴奋，欣慰的大笑了出来。
　　“三……三纹青灵丹？！”
　　耳边响起的声音，宛如惊雷一般，在炎利心中猛的炸响了起来，双耳嗡嗡作响，原本得意的脸色，霎时间变得惨白了起来，目光涣散的盯着萧炎手掌中的青色丹药，脚跟一软，终于是一屁股坐在了地面上。
　　紫心破障丹虽强，可炎利却是清楚的知道，三纹品阶的青灵丹，绝对将会比它更强！
　　即将到手的冠军之位，在短短不到五分钟之间，再度易位！
　　这，便是奇迹！
　　一个年仅不到二十的少年，所创造的奇迹！",1
斗破,第三百二十五章,"“唉……不佩服不行啊，看了这么多届的大会，这一届，最是让人惊心动魄。”白发老者叹息着摇了摇头，然后面向观众席，略微沉默了一会，方才淡笑道：“检查已经完毕，虽然说出来有些丢人，不过我倒是无所谓，这位岩枭小友所炼制的三纹青灵丹，即使是我，也根本没可能炼制到他这般完美……”“小家伙虽然年纪轻轻，可却是潜力无限，我想，日后，超越古河，指日可待！”
　　白发老者这番突如其来的评语，直接是让得整个广场瞬间变得鸦雀无声，所有人都是满脸错愕的望着那同样是因为老者的评价而一脸愣然的萧炎身上，丹王古河，在加玛帝国的地位，那几乎是位于巅峰，在无数初出茅庐的炼药师眼中，那是一座不可超越的高山！
　　而现在，前者居然便是当着上万人的面，郑重的宣布一个年仅二十左右的青年，将会超越那座难以攀登的高山！
　　不管原因如何，岩枭之名，至今以后，恐怕将会真正的名震整个加玛帝国！",1
斗破,第443章 大战起,"经过十几分钟的交手，萧炎算是彻底摸清了苏笑的攻击模式，而接下来，他的这番如狂风暴雨般的攻势，也是该终结了。
　　手掌紧握重尺，萧炎一声低喝，身体犹如陀螺一般急速旋转而起，巨大的黑影阴影带起恐怖劲风，将周身两米内的范围全部笼罩。
　　“叮！”萧炎突如其来的撤防变攻，也是有些出乎苏笑的意料，身形急退，手中一把匕首极为巧妙的点在尺身之上，微微借力，身体便是跃上了半空。
　　瞧得跃上半空的苏笑，萧炎嘴角勾起一抹冷笑，手中重尺猛然插地，双手快速结动着印结，瞬间之后，脑袋微微后仰，嘴巴一鼓，旋即陡然张开，顿时间，一道蕴含着奇异声波的虎啸声，从萧炎嘴中暴吼而出。
　　吼声刚至萧炎嘴中吼出，那与他正面相对的苏笑便是猛的感觉到一股炸雷在脑海中轰隆隆的响起，在这一瞬间，苏笑的脑子几乎是处于了一种浑浑噩噩的昏厥状态中。
　　狮虎碎金吟！萧炎在进入内院之前加班加点所修炼而成的声波斗技，如今首次施展，便是取得了喜人功效！
　　虽然苏笑的浑浑噩噩仅仅只持续了瞬息时间，可强者对战，这一瞬，便是胜负已分！",1
斗破,第484章 闭关,"能量的撞击，却并未让得萧炎身体颤动，反而到像是撞进了一处不见底的黑洞一般，就这般极为诡异的被萧炎吞噬而去。
　　随着第一股能量的动作，那盘旋在萧炎头顶上空的无数能量，猛然对着后者源源不断的撞击而下。
　　修炼室之中，出现一抹极为奇异的场景，因为灌涌的能量实在是太过庞大，乃至于那盘坐在黑石台上萧炎的身体，都是完全的被包裹在了一圈淡红色能量的光圈之中。
　　剧烈的能量波动犹如涟漪一般，在修炼室中急速扩散，而这些涟漪的中心点，则是盘坐在石台中的萧炎！
　　此刻的萧炎，犹如一个散发着无穷吸力的无底洞一般，将修炼室中那浓郁至极的火属性能量，尽数吞纳而进！
　　这般近乎恐怖的吞噬，若是让得人看见的话，恐怕会当场骇得目瞪口呆。",2
斗破,第500章 幸不辱命,"此时的萧炎，脸庞上略有些黑斑，黑袍也是被烧得出现了不断曲卷和黑洞，紧握的手掌中，不断的滴着殷红血液，血液掉落在地板上，溅出一朵血花。
　　瞧得萧炎此刻形象，几乎所有人都是保持下了沉默，心中替他涌出一股不值来。
　　韩闲也同样是被萧炎的形象感到有些愕然，不过紧接着他便是回过神来，上前一步，冲着萧炎耸了耸肩，笑着道：“萧炎学弟，炼丹失败是常有的事，你可不要介怀，那三种药方……”
　　萧炎淡淡的瞥了这个一脸幸灾乐祸笑容的家伙，缓步上前，旋即与他搽身而过，没有丝毫的理会。
　　萧炎的无视，让得韩闲脸色微沉了一下，摊了摊手，嘀咕道：“失败的人都这样……”心中这般想着，他脸带笑容的转过身来，紧接着，笑容逐渐淡化，直至最后的凝固。
　　与韩闲搽身而过后，萧炎来至郝长老面前，后者似乎还在想着如何安慰这个潜力不凡的小家伙时，前者却是伸出那被鲜血沾满的手掌，然后缓缓摊开……
　　随着萧炎手掌的摊开，一枚还沾着一丝血迹的暗红色圆润丹药，安静的出现在了无数道震惊的视线之下！
　　“呵呵，郝长老，幸不辱命。”
　　捂着胸口轻轻咳嗽了一声，萧炎那轻缓的声音，缓缓的在广场之上徘徊，却是令得无数人对那黑袍青年，由心升起了一分敬畏。",1
斗破,第518章 九星大斗师,"感受着体内的种种变化，萧炎深吸了一口气，他清楚，在这一霎，他已经突破了八星，真正的成为了一名九星大斗师！只要再前一步，他便是能够进入斗灵阶别！
　　因为斗晶的陡然膨胀，萧炎察觉到其中原本的充盈感觉再度变得空虚了许多，当下心神一动，运转在经脉之中的最后一股精纯能量，也是灌涌进了斗晶之中，但是晋级之后，斗晶再度变成了犹如以前那般无底洞时的感觉，这一波能量的灌入，如同石沉大海，并未让得萧炎有多少太过明显的感觉。
　　“大斗师与斗灵之间果然差距甚大，看来想要一举突破到斗灵是有些不可能了。”心中转过这一念头，萧炎惋惜的叹了一口气，刚欲收功而退，却是猛然发现一股强横吸力自动的从斗晶之中暴涌而出，而随着吸力的爆发，顿时间，一股股极为强横的能量，再度从外界涌进体内。
　　由于身处那蕴含着磅礴能量的药液之中，因此在吸力刚刚爆发之间，一股股强大能量便是顺着皮肤毛孔钻进了身体之内，最后理也不理萧炎的控制，直接冲进经脉，经过一圈运转，最后便是蛮横的冲进那斗晶之中。
　　目瞪口呆的望着体内完全脱离控制的这一切，半晌之后，萧炎却是咬了咬牙，恶狠狠的道：“你想吸，那就给你吸个够！有本事直接吸到突破至斗灵！”
　　话音落下，心神利马催动焚决功法的运转，随着功法的运转，那本来就是在猛灌而入的能量，更是变得疯狂了起来……",2
斗破,第519章 晋阶斗灵,"山洞之内，盘坐在木盆之中的萧炎眼眸陡然睁开，凌厉精光如实质般的暴射而出，一股雄浑气息从体内蔓延而出，气息喷涌间，萧炎猛的一仰头，一声清啸，带着雄浑斗气，犹如惊雷一般，在山洞之中炸响而起！
　　“轰！”
　　清啸响起间，强横的能量涟漪破体而出，轰然间，水雾溅射，萧炎所处身的木盆，在这股能量涟漪的席卷下，顷刻间便是化为木屑，能量涟漪在震毁木盆之后，依然未曾停留，直接是再度席卷整个山洞，一时间，山洞之内，轰响阵阵，一道道裂缝从巨石之上蔓延而出，最后将整个山洞都是囊括而进！
　　清啸过后，山洞之中，一片狼藉。
　　水雾逐渐落下，一道黑影犹如鬼魅般的闪掠而出，最后昂然而立，清秀面庞之上，布满着一抹狂喜。
　　“成功了？”",2
